2018-09-04 02:56:11 - ÍøÖ·²É¼¯¿ªÊ¼
2018-09-04 02:56:11: [*] ³ÌĞòÔËĞĞ : µ±Ç°ÓÃ»§ : Langzi
2018-09-04 02:56:11: [*] ³ÌĞòÔËĞĞ : ÓÑÁ´²É¼¯Ïî : ¿ªÆô
2018-09-04 02:56:11: [*] ³ÌĞòÔËĞĞ : ÎŞÏŞ²É¼¯Ïî : ¿ªÆô
2018-09-04 02:56:20: [*] ³ÌĞòÔËĞĞ : ÅúÁ¿µ¼ÈëÍøÖ·ÊäÈë 0 (½«²É¼¯ºÃµÄÍøÖ·ÎÄ±¾ÍÏ×§½øÀ´)   ×Ô¶¯²É¼¯¹Ø¼ü´ÊÊäÈë 1 (°Ù¶È½Ó¿Ú¹Ø¼ü´Ê²É¼¯)
2018-09-04 02:56:20: [*] ³ÌĞòÔËĞĞ : ÇëÑ¡ÔñÆô¶¯·½Ê½(Ñ¡Ïî:0/1):0
2018-09-04 03:00:55: [+] ÓÑÁ´ÅÀĞĞ : http://dsh.jiangnan.edu.cn
2018-09-04 03:00:55: [+] ÍøÖ·Ğ´Èë : http://sro.jiangnan.edu.cn
2018-09-04 03:00:55: [+] ÓÑÁ´ÅÀĞĞ : http://cso.jiangnan.edu.cn
ÅÅ³ıÔ­Òò : ÍøÖ·ÖĞ²»´æÔÚ : .edu.cn
2018-09-04 03:00:55: [+] ÓÑÁ´ÅÀĞĞ : http://my.dufe.edu.cn
2018-09-04 03:00:55: [+] ÓÑÁ´ÅÀĞĞ : http://gonghui.jiangnan.edu.cn
2018-09-04 03:00:55: [+] ÍøÖ·Ğ´Èë : http://www.haust.edu.cn
2018-09-04 03:00:55: [+] ÓÑÁ´ÅÀĞĞ : http://tmgc.haust.edu.cn
2018-09-04 03:00:55: [+] ÓÑÁ´ÅÀĞĞ : http://www.duxiu.com
2018-09-04 03:00:55: [+] ÍøÖ·Ğ´Èë : http://dm.jiangnan.edu.cn
2018-09-04 03:00:55: [+] ÓÑÁ´ÅÀĞĞ : http://bwch.jiangnan.edu.cn
2018-09-04 03:00:55: [+] ÍøÖ·Ğ´Èë : http://mba.jiangnan.edu.cn
2018-09-04 03:00:55: [+] ÓÑÁ´ÅÀĞĞ : http://www.jiangnan.edu.cn
2018-09-04 03:00:55: [+] ÍøÖ·Ğ´Èë : http://sport.jiangnan.edu.cn
2018-09-04 03:00:55: [+] ÓÑÁ´ÅÀĞĞ : http://colloids.jiangnan.edu.cn
2018-09-04 03:00:55: [+] ÍøÖ·Ğ´Èë : http://cyy.jiangnan.edu.cn
2018-09-04 03:00:55: [+] ÍøÖ·Ğ´Èë : http://dm.jiangnan.edu.cn
2018-09-04 03:00:55: [+] ÓÑÁ´ÅÀĞĞ : http://foodsci.jiangnan.edu.cn
2018-09-04 03:00:55: [+] ÓÑÁ´ÅÀĞĞ : http://dsh.jiangnan.edu.cn
2018-09-04 03:00:55: [+] ÍøÖ·Ğ´Èë : http://news.jiangnan.edu.cn
2018-09-04 03:00:55: [+] ÓÑÁ´ÅÀĞĞ : http://exim.foodmate.net
2018-09-04 03:00:55: [+] ÍøÖ·Ğ´Èë : http://zhaobiao.jiangnan.edu.cn
2018-09-04 03:00:55: [+] ÓÑÁ´ÅÀĞĞ : http://sic.jiangnan.edu.cn
2018-09-04 03:00:55: [+] ÍøÖ·Ğ´Èë : http://dsh.jiangnan.edu.cn
2018-09-04 03:00:55: [+] ÓÑÁ´ÅÀĞĞ : http://www.szjk.net
2018-09-04 03:00:55: [+] ÓÑÁ´ÅÀĞĞ : http://www.bj.cxstar.cn
2018-09-04 03:00:55: [+] ÍøÖ·Ğ´Èë : http://tmgc.haust.edu.cn
2018-09-04 03:00:55: [+] ÍøÖ·Ğ´Èë : http://cso.jiangnan.edu.cn
2018-09-04 03:00:55: [+] ÍøÖ·Ğ´Èë : http://my.dufe.edu.cn
2018-09-04 03:00:55: [+] ÓÑÁ´ÅÀĞĞ : http://jjjc.jiangnan.edu.cn
2018-09-04 03:00:55: [+] ÓÑÁ´ÅÀĞĞ : http://www.dlou.edu.cn
2018-09-04 03:00:55: [+] ÍøÖ·Ğ´Èë : http://gonghui.jiangnan.edu.cn
2018-09-04 03:00:55: [+] ÓÑÁ´ÅÀĞĞ : http://sro.jiangnan.edu.cn
2018-09-04 03:00:55: [-] ÍøÖ·ÅÅ³ı : http://exim.foodmate.net : ÅÅ³ıÔ­Òò : ÍøÖ·ÖĞ²»´æÔÚ : .edu.cn
2018-09-04 03:00:55: [+] ÓÑÁ´ÅÀĞĞ : http://jdzcgs.jiangnan.edu.cn
2018-09-04 03:00:55: [*] Òì³£×´Ì¬ : HTTPConnectionPool(host='jdzcgs.jiangnan.edu.cn', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x000000000B7FF7B8>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed',))
2018-09-04 03:00:55: [+] ÓÑÁ´ÅÀĞĞ : http://www.journals.elsevier.com
2018-09-04 03:00:55: [+] ÍøÖ·Ğ´Èë : http://bwch.jiangnan.edu.cn
2018-09-04 03:00:55: [-] ÍøÖ·ÅÅ³ı : http://www.bj.cxstar.cn : ÅÅ³ıÔ­Òò : ÍøÖ·ÖĞ²»´æÔÚ : .edu.cn
2018-09-04 03:00:55: [+] ÓÑÁ´ÅÀĞĞ : http://www.sslibrary.com
2018-09-04 03:00:55: [+] ÍøÖ·Ğ´Èë : http://www.jiangnan.edu.cn
2018-09-04 03:00:55: [+] ÓÑÁ´ÅÀĞĞ : http://kjc.jiangnan.edu.cn
2018-09-04 03:00:55: [+] ÍøÖ·Ğ´Èë : http://colloids.jiangnan.edu.cn
2018-09-04 03:00:55: [+] ÓÑÁ´ÅÀĞĞ : http://chem.jiangnan.edu.cn
2018-09-04 03:00:55: [+] ÍøÖ·Ğ´Èë : http://foodsci.jiangnan.edu.cn
2018-09-04 03:00:55: [+] ÓÑÁ´ÅÀĞĞ : http://lib.jiangnan.edu.cn
2018-09-04 03:00:55: [+] ÍøÖ·Ğ´Èë : http://sic.jiangnan.edu.cn
2018-09-04 03:00:55: [+] ÓÑÁ´ÅÀĞĞ : http://building.jiangnan.edu.cn
2018-09-04 03:00:55: [-] ÍøÖ·ÅÅ³ı : http://www.szjk.net : ÅÅ³ıÔ­Òò : ÍøÖ·ÖĞ²»´æÔÚ : .edu.cn
2018-09-04 03:00:55: [+] ÓÑÁ´ÅÀĞĞ : http://jw.jiangnan.edu.cn
2018-09-04 03:00:55: [+] ÍøÖ·Ğ´Èë : http://www.dlou.edu.cn
2018-09-04 03:00:55: [+] ÓÑÁ´ÅÀĞĞ : http://www.lnrc.com
2018-09-04 03:00:55: [+] ÍøÖ·Ğ´Èë : http://jjjc.jiangnan.edu.cn
2018-09-04 03:00:55: [+] ÓÑÁ´ÅÀĞĞ : http://xkjs.jiangnan.edu.cn
2018-09-04 03:00:55: [*] Òì³£×´Ì¬ : HTTPConnectionPool(host='www.lnrc.com', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x000000000B3CA080>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed',))
2018-09-04 03:00:55: [+] ÓÑÁ´ÅÀĞĞ : http://www.wealink.com
2018-09-04 03:00:55: [+] ÓÑÁ´ÅÀĞĞ : http://qikan.chaoxing.com
2018-09-04 03:00:55: [+] ÍøÖ·Ğ´Èë : http://sro.jiangnan.edu.cn
2018-09-04 03:00:55: [+] ÓÑÁ´ÅÀĞĞ : http://cso.jiangnan.edu.cn
2018-09-04 03:00:55: [+] ÍøÖ·Ğ´Èë : http://sie.njust.edu.cn
2018-09-04 03:00:55: [+] ÓÑÁ´ÅÀĞĞ : http://xsg.njust.edu.cn
2018-09-04 03:00:55: [+] ÍøÖ·Ğ´Èë : http://kjc.jiangnan.edu.cn
2018-09-04 03:00:55: [+] ÓÑÁ´ÅÀĞĞ : http://jsb.jiangnan.edu.cn
2018-09-04 03:00:55: [+] ÍøÖ·Ğ´Èë : http://bwch.jiangnan.edu.cn
2018-09-04 03:00:55: [+] ÍøÖ·Ğ´Èë : http://lib.jiangnan.edu.cn
2018-09-04 03:00:55: [+] ÍøÖ·Ğ´Èë : http://chem.jiangnan.edu.cn
2018-09-04 03:00:55: [+] ÓÑÁ´ÅÀĞĞ : http://sklf.jiangnan.edu.cn
2018-09-04 03:00:55: [+] ÓÑÁ´ÅÀĞĞ : http://cet.99sushe.com
2018-09-04 03:00:56: [+] ÓÑÁ´ÅÀĞĞ : http://lib.fjnufq.edu.cn
2018-09-04 03:00:56: [+] ÍøÖ·Ğ´Èë : http://building.jiangnan.edu.cn
2018-09-04 03:00:56: [+] ÓÑÁ´ÅÀĞĞ : http://biotech.jiangnan.edu.cn
2018-09-04 03:00:56: [-] ÍøÖ·ÅÅ³ı : http://www.wealink.com : ÅÅ³ıÔ­Òò : ÍøÖ·ÖĞ²»´æÔÚ : .edu.cn
2018-09-04 03:00:56: [+] ÓÑÁ´ÅÀĞĞ : http://www.chinahr.com
2018-09-04 03:00:56: [-] ÍøÖ·ÅÅ³ı : http://cet.99sushe.com : ÅÅ³ıÔ­Òò : ÍøÖ·ÖĞ²»´æÔÚ : .edu.cn
2018-09-04 03:00:56: [+] ÓÑÁ´ÅÀĞĞ : http://nic.jiangnan.edu.cn
2018-09-04 03:00:56: [+] ÍøÖ·Ğ´Èë : http://xkjs.jiangnan.edu.cn
2018-09-04 03:00:56: [+] ÓÑÁ´ÅÀĞĞ : http://hqc.jiangnan.edu.cn
2018-09-04 03:00:56: [+] ÍøÖ·Ğ´Èë : http://lib.fjnufq.edu.cn
2018-09-04 03:00:56: [+] ÓÑÁ´ÅÀĞĞ : http://lawnew.cnki.net
2018-09-04 03:00:56: [+] ÍøÖ·Ğ´Èë : http://cso.jiangnan.edu.cn
2018-09-04 03:00:56: [+] ÓÑÁ´ÅÀĞĞ : http://jjjc.jiangnan.edu.cn
2018-09-04 03:00:56: [+] ÍøÖ·Ğ´Èë : http://xsg.njust.edu.cn
2018-09-04 03:00:56: [+] ÓÑÁ´ÅÀĞĞ : http://marx.njust.edu.cn
2018-09-04 03:00:56: [+] ÓÑÁ´ÅÀĞĞ : http://www.51job.com
2018-09-04 03:00:56: [+] ÍøÖ·Ğ´Èë : http://jsb.jiangnan.edu.cn
2018-09-04 03:00:56: [+] ÓÑÁ´ÅÀĞĞ : http://shenji.jiangnan.edu.cn
2018-09-04 03:00:56: [+] ÍøÖ·Ğ´Èë : http://sklf.jiangnan.edu.cn
2018-09-04 03:00:56: [+] ÓÑÁ´ÅÀĞĞ : http://tongzhan.jiangnan.edu.cn
2018-09-04 03:00:56: [+] ÍøÖ·Ğ´Èë : http://biotech.jiangnan.edu.cn
2018-09-04 03:00:56: [+] ÓÑÁ´ÅÀĞĞ : http://studyabroad.jiangnan.edu.cn
2018-09-04 03:00:56: [-] ÍøÖ·ÅÅ³ı : http://lawnew.cnki.net : ÅÅ³ıÔ­Òò : ÍøÖ·ÖĞ²»´æÔÚ : .edu.cn
2018-09-04 03:00:56: [+] ÓÑÁ´ÅÀĞĞ : http://zxjq.softtone.cn
2018-09-04 03:00:56: [+] ÓÑÁ´ÅÀĞĞ : http://jy.shou.edu.cn
2018-09-04 03:00:56: [+] ÍøÖ·Ğ´Èë : http://hqc.jiangnan.edu.cn
2018-09-04 03:00:56: [+] ÍøÖ·Ğ´Èë : http://nic.jiangnan.edu.cn
2018-09-04 03:00:56: [+] ÓÑÁ´ÅÀĞĞ : http://jwxy.jiangnan.edu.cn
2018-09-04 03:00:56: [+] ÓÑÁ´ÅÀĞĞ : http://dangban.jiangnan.edu.cn
2018-09-04 03:00:56: [*] Òì³£×´Ì¬ : HTTPConnectionPool(host='jwxy.jiangnan.edu.cn', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x000000000BAEA860>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed',))
2018-09-04 03:00:56: [+] ÓÑÁ´ÅÀĞĞ : http://sport.jiangnan.edu.cn
2018-09-04 03:00:56: [+] ÍøÖ·Ğ´Èë : http://marx.njust.edu.cn
2018-09-04 03:00:56: [+] ÓÑÁ´ÅÀĞĞ : http://gwy.njust.edu.cn
2018-09-04 03:00:56: [+] ÍøÖ·Ğ´Èë : http://jjjc.jiangnan.edu.cn
2018-09-04 03:00:56: [+] ÓÑÁ´ÅÀĞĞ : http://xkjs.jiangnan.edu.cn
2018-09-04 03:00:56: [+] ÓÑÁ´ÅÀĞĞ : http://tuanwei.jiangnan.edu.cn
2018-09-04 03:00:56: [+] ÍøÖ·Ğ´Èë : http://shenji.jiangnan.edu.cn
2018-09-04 03:00:56: [+] ÓÑÁ´ÅÀĞĞ : http://sport.jiangnan.edu.cn
2018-09-04 03:00:56: [+] ÍøÖ·Ğ´Èë : http://tongzhan.jiangnan.edu.cn
2018-09-04 03:00:56: [+] ÓÑÁ´ÅÀĞĞ : http://nercff.jiangnan.edu.cn
2018-09-04 03:00:56: [+] ÍøÖ·Ğ´Èë : http://studyabroad.jiangnan.edu.cn
2018-09-04 03:00:56: [+] ÓÑÁ´ÅÀĞĞ : http://admission.jiangnan.edu.cn
2018-09-04 03:00:56: [+] ÍøÖ·Ğ´Èë : http://dangban.jiangnan.edu.cn
2018-09-04 03:00:56: [+] ÓÑÁ´ÅÀĞĞ : http://nercff.jiangnan.edu.cn
2018-09-04 03:00:56: [+] ÍøÖ·Ğ´Èë : http://sport.jiangnan.edu.cn
2018-09-04 03:00:56: [+] ÓÑÁ´ÅÀĞĞ : http://renshi.jiangnan.edu.cn
2018-09-04 03:00:56: [+] ÍøÖ·Ğ´Èë : http://gwy.njust.edu.cn
2018-09-04 03:00:56: [+] ÓÑÁ´ÅÀĞĞ : http://jsss.njust.edu.cn
2018-09-04 03:00:56: [+] ÍøÖ·Ğ´Èë : http://xkjs.jiangnan.edu.cn
2018-09-04 03:00:56: [+] ÓÑÁ´ÅÀĞĞ : http://hqc.jiangnan.edu.cn
2018-09-04 03:00:56: [+] ÍøÖ·Ğ´Èë : http://tuanwei.jiangnan.edu.cn
2018-09-04 03:00:56: [+] ÓÑÁ´ÅÀĞĞ : http://nelcf.jiangnan.edu.cn
2018-09-04 03:00:56: [+] ÍøÖ·Ğ´Èë : http://sport.jiangnan.edu.cn
2018-09-04 03:00:56: [+] ÍøÖ·Ğ´Èë : http://nercff.jiangnan.edu.cn
2018-09-04 03:00:56: [+] ÓÑÁ´ÅÀĞĞ : http://j-park.jiangnan.edu.cn
2018-09-04 03:00:56: [+] ÍøÖ·Ğ´Èë : http://admission.jiangnan.edu.cn
2018-09-04 03:00:56: [+] ÓÑÁ´ÅÀĞĞ : http://sbc.jiangnan.edu.cn
2018-09-04 03:00:56: [+] ÍøÖ·Ğ´Èë : http://nercff.jiangnan.edu.cn
2018-09-04 03:00:56: [+] ÓÑÁ´ÅÀĞĞ : http://duxue.jiangnan.edu.cn
2018-09-04 03:00:56: [+] ÍøÖ·Ğ´Èë : http://jsss.njust.edu.cn
2018-09-04 03:00:56: [+] ÓÑÁ´ÅÀĞĞ : http://kyy.njust.edu.cn
2018-09-04 03:00:56: [+] ÍøÖ·Ğ´Èë : http://renshi.jiangnan.edu.cn
2018-09-04 03:00:56: [+] ÓÑÁ´ÅÀĞĞ : http://hg.jiangnan.edu.cn
2018-09-04 03:00:56: [+] ÍøÖ·Ğ´Èë : http://hqc.jiangnan.edu.cn
2018-09-04 03:00:56: [+] ÓÑÁ´ÅÀĞĞ : http://jwxy.jiangnan.edu.cn
2018-09-04 03:00:56: [+] ÍøÖ·Ğ´Èë : http://nelcf.jiangnan.edu.cn
2018-09-04 03:00:56: [+] ÓÑÁ´ÅÀĞĞ : http://xyh.jiangnan.edu.cn
2018-09-04 03:00:56: [*] Òì³£×´Ì¬ : HTTPConnectionPool(host='jwxy.jiangnan.edu.cn', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x000000000C671A58>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed',))
2018-09-04 03:00:56: [+] ÓÑÁ´ÅÀĞĞ : http://sport.jiangnan.edu.cn
2018-09-04 03:00:56: [+] ÍøÖ·Ğ´Èë : http://j-park.jiangnan.edu.cn
2018-09-04 03:00:56: [+] ÓÑÁ´ÅÀĞĞ : http://caiwu.jiangnan.edu.cn
2018-09-04 03:00:56: [+] ÍøÖ·Ğ´Èë : http://gs.jiangnan.edu.cn
2018-09-04 03:00:56: [+] ÓÑÁ´ÅÀĞĞ : http://edp.jiangnan.edu.cn
2018-09-04 03:00:56: [+] ÍøÖ·Ğ´Èë : http://sbc.jiangnan.edu.cn
2018-09-04 03:00:56: [+] ÓÑÁ´ÅÀĞĞ : http://gonghui.jiangnan.edu.cn
2018-09-04 03:00:56: [+] ÍøÖ·Ğ´Èë : http://kyy.njust.edu.cn
2018-09-04 03:00:56: [+] ÓÑÁ´ÅÀĞĞ : http://yww.njust.edu.cn
2018-09-04 03:00:56: [+] ÍøÖ·Ğ´Èë : http://duxue.jiangnan.edu.cn
2018-09-04 03:00:56: [+] ÓÑÁ´ÅÀĞĞ : http://tongzhan.jiangnan.edu.cn
2018-09-04 03:00:56: [+] ÍøÖ·Ğ´Èë : http://hg.jiangnan.edu.cn
2018-09-04 03:00:56: [+] ÓÑÁ´ÅÀĞĞ : http://law.jiangnan.edu.cn
2018-09-04 03:00:56: [+] ÍøÖ·Ğ´Èë : http://sport.jiangnan.edu.cn
2018-09-04 03:00:56: [+] ÍøÖ·Ğ´Èë : http://xyh.jiangnan.edu.cn
2018-09-04 03:00:56: [+] ÓÑÁ´ÅÀĞĞ : http://renshi.jiangnan.edu.cn
2018-09-04 03:00:56: [+] ÓÑÁ´ÅÀĞĞ : http://poffice.jiangnan.edu.cn
2018-09-04 03:00:56: [+] ÍøÖ·Ğ´Èë : http://caiwu.jiangnan.edu.cn
2018-09-04 03:00:56: [+] ÓÑÁ´ÅÀĞĞ : http://science.jiangnan.edu.cn
2018-09-04 03:00:56: [+] ÍøÖ·Ğ´Èë : http://edp.jiangnan.edu.cn
2018-09-04 03:00:56: [+] ÓÑÁ´ÅÀĞĞ : http://foreign.jiangnan.edu.cn
2018-09-04 03:00:56: [+] ÍøÖ·Ğ´Èë : http://gonghui.jiangnan.edu.cn
2018-09-04 03:00:56: [+] ÓÑÁ´ÅÀĞĞ : http://sro.jiangnan.edu.cn
2018-09-04 03:00:56: [+] ÍøÖ·Ğ´Èë : http://yww.njust.edu.cn
2018-09-04 03:00:56: [+] ÓÑÁ´ÅÀĞĞ : http://zcgs.njust.edu.cn
2018-09-04 03:00:56: [+] ÍøÖ·Ğ´Èë : http://tongzhan.jiangnan.edu.cn
2018-09-04 03:00:56: [+] ÓÑÁ´ÅÀĞĞ : http://j-park.jiangnan.edu.cn
2018-09-04 03:00:56: [+] ÍøÖ·Ğ´Èë : http://law.jiangnan.edu.cn
2018-09-04 03:00:56: [+] ÓÑÁ´ÅÀĞĞ : http://dm.jiangnan.edu.cn
2018-09-04 03:00:56: [+] ÍøÖ·Ğ´Èë : http://renshi.jiangnan.edu.cn
2018-09-04 03:00:56: [+] ÓÑÁ´ÅÀĞĞ : http://hg.jiangnan.edu.cn
2018-09-04 03:00:56: [+] ÍøÖ·Ğ´Èë : http://poffice.jiangnan.edu.cn
2018-09-04 03:00:56: [+] ÓÑÁ´ÅÀĞĞ : http://chem.jiangnan.edu.cn
2018-09-04 03:00:57: [+] ÍøÖ·Ğ´Èë : http://science.jiangnan.edu.cn
2018-09-04 03:00:57: [+] ÓÑÁ´ÅÀĞĞ : http://jiguan.jiangnan.edu.cn
2018-09-04 03:00:57: [+] ÍøÖ·Ğ´Èë : http://foreign.jiangnan.edu.cn
2018-09-04 03:00:57: [+] ÓÑÁ´ÅÀĞĞ : http://hqc.jiangnan.edu.cn
2018-09-04 03:00:57: [+] ÍøÖ·Ğ´Èë : http://sro.jiangnan.edu.cn
2018-09-04 03:00:57: [+] ÓÑÁ´ÅÀĞĞ : http://cso.jiangnan.edu.cn
2018-09-04 03:00:57: [+] ÍøÖ·Ğ´Èë : http://dm.jiangnan.edu.cn
2018-09-04 03:00:57: [+] ÍøÖ·Ğ´Èë : http://j-park.jiangnan.edu.cn
2018-09-04 03:00:57: [+] ÓÑÁ´ÅÀĞĞ : http://bwch.jiangnan.edu.cn
2018-09-04 03:00:57: [+] ÓÑÁ´ÅÀĞĞ : http://foodsci.jiangnan.edu.cn
2018-09-04 03:00:57: [+] ÍøÖ·Ğ´Èë : http://chem.jiangnan.edu.cn
2018-09-04 03:00:57: [+] ÍøÖ·Ğ´Èë : http://hg.jiangnan.edu.cn
2018-09-04 03:00:57: [+] ÓÑÁ´ÅÀĞĞ : http://dsh.jiangnan.edu.cn
2018-09-04 03:00:57: [+] ÓÑÁ´ÅÀĞĞ : http://law.jiangnan.edu.cn
2018-09-04 03:00:57: [+] ÍøÖ·Ğ´Èë : http://jiguan.jiangnan.edu.cn
2018-09-04 03:00:57: [+] ÓÑÁ´ÅÀĞĞ : http://zhaobiao.jiangnan.edu.cn
2018-09-04 03:00:57: [+] ÍøÖ·Ğ´Èë : http://hqc.jiangnan.edu.cn
2018-09-04 03:00:57: [+] ÓÑÁ´ÅÀĞĞ : http://nac.jiangnan.edu.cn
2018-09-04 03:00:57: [+] ÍøÖ·Ğ´Èë : http://cso.jiangnan.edu.cn
2018-09-04 03:00:57: [+] ÓÑÁ´ÅÀĞĞ : http://jjjc.jiangnan.edu.cn
2018-09-04 03:00:57: [+] ÍøÖ·Ğ´Èë : http://bwch.jiangnan.edu.cn
2018-09-04 03:00:57: [+] ÍøÖ·Ğ´Èë : http://foodsci.jiangnan.edu.cn
2018-09-04 03:00:57: [+] ÓÑÁ´ÅÀĞĞ : http://law.jiangnan.edu.cn
2018-09-04 03:00:57: [+] ÍøÖ·Ğ´Èë : http://law.jiangnan.edu.cn
2018-09-04 03:00:57: [+] ÓÑÁ´ÅÀĞĞ : http://dm.jiangnan.edu.cn
2018-09-04 03:00:57: [+] ÍøÖ·Ğ´Èë : http://dsh.jiangnan.edu.cn
2018-09-04 03:00:57: [+] ÓÑÁ´ÅÀĞĞ : http://jw.jiangnan.edu.cn
2018-09-04 03:00:57: [+] ÍøÖ·Ğ´Èë : http://zhaobiao.jiangnan.edu.cn
2018-09-04 03:00:57: [+] ÓÑÁ´ÅÀĞĞ : http://sic.jiangnan.edu.cn
2018-09-04 03:00:57: [+] ÍøÖ·Ğ´Èë : http://nac.jiangnan.edu.cn
2018-09-04 03:00:57: [+] ÓÑÁ´ÅÀĞĞ : http://duxue.jiangnan.edu.cn
2018-09-04 03:00:57: [+] ÍøÖ·Ğ´Èë : http://jjjc.jiangnan.edu.cn
2018-09-04 03:00:57: [+] ÓÑÁ´ÅÀĞĞ : http://xkjs.jiangnan.edu.cn
2018-09-04 03:00:57: [+] ÍøÖ·Ğ´Èë : http://law.jiangnan.edu.cn
2018-09-04 03:00:57: [+] ÓÑÁ´ÅÀĞĞ : http://hotel.qunar.com
2018-09-04 03:00:57: [+] ÍøÖ·Ğ´Èë : http://dm.jiangnan.edu.cn
2018-09-04 03:00:57: [+] ÓÑÁ´ÅÀĞĞ : http://bwch.jiangnan.edu.cn
2018-09-04 03:00:57: [+] ÍøÖ·Ğ´Èë : http://sic.jiangnan.edu.cn
2018-09-04 03:00:57: [+] ÓÑÁ´ÅÀĞĞ : http://building.jiangnan.edu.cn
2018-09-04 03:00:57: [-] ÍøÖ·ÅÅ³ı : http://hotel.qunar.com : ÅÅ³ıÔ­Òò : ÍøÖ·ÖĞ²»´æÔÚ : .edu.cn
2018-09-04 03:00:57: [+] ÓÑÁ´ÅÀĞĞ : http://sro.jiangnan.edu.cn
2018-09-04 03:00:57: [+] ÍøÖ·Ğ´Èë : http://duxue.jiangnan.edu.cn
2018-09-04 03:00:57: [+] ÓÑÁ´ÅÀĞĞ : http://renwen.jiangnan.edu.cn
2018-09-04 03:00:57: [+] ÍøÖ·Ğ´Èë : http://xkjs.jiangnan.edu.cn
2018-09-04 03:00:57: [+] ÓÑÁ´ÅÀĞĞ : http://guojiaochu.jiangnan.edu.cn
2018-09-04 03:00:57: [-] ÍøÖ·ÅÅ³ı : http://zxjq.softtone.cn : ÅÅ³ıÔ­Òò : ÍøÖ·ÖĞ²»´æÔÚ : .edu.cn
2018-09-04 03:00:57: [+] ÓÑÁ´ÅÀĞĞ : http://data.cn
2018-09-04 03:00:57: [+] ÍøÖ·Ğ´Èë : http://bwch.jiangnan.edu.cn
2018-09-04 03:00:57: [+] ÍøÖ·Ğ´Èë : http://building.jiangnan.edu.cn
2018-09-04 03:00:57: [+] ÍøÖ·Ğ´Èë : http://sro.jiangnan.edu.cn
2018-09-04 03:00:57: [+] ÓÑÁ´ÅÀĞĞ : http://biotech.jiangnan.edu.cn
2018-09-04 03:00:57: [+] ÓÑÁ´ÅÀĞĞ : http://jwxy.jiangnan.edu.cn
2018-09-04 03:00:57: [+] ÍøÖ·Ğ´Èë : http://renwen.jiangnan.edu.cn
2018-09-04 03:00:57: [+] ÓÑÁ´ÅÀĞĞ : http://nic.jiangnan.edu.cn
2018-09-04 03:00:57: [*] Òì³£×´Ì¬ : HTTPConnectionPool(host='lib.fmmu.edu.cn', port=80): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<urllib3.connection.HTTPConnection object at 0x000000000B373390>, 'Connection to lib.fmmu.edu.cn timed out. (connect timeout=5)'))
2018-09-04 03:00:57: [+] ÓÑÁ´ÅÀĞĞ : http://www.adobe.com
2018-09-04 03:00:57: [*] Òì³£×´Ì¬ : HTTPConnectionPool(host='jwxy.jiangnan.edu.cn', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x000000000B8BFDD8>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed',))
2018-09-04 03:00:57: [+] ÓÑÁ´ÅÀĞĞ : http://skc.jiangnan.edu.cn
2018-09-04 03:00:57: [+] ÍøÖ·Ğ´Èë : http://guojiaochu.jiangnan.edu.cn
2018-09-04 03:00:57: [+] ÓÑÁ´ÅÀĞĞ : http://jwxy.jiangnan.edu.cn
2018-09-04 03:00:57: [*] Òì³£×´Ì¬ : HTTPConnectionPool(host='jwxy.jiangnan.edu.cn', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x000000000BAEA518>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed',))
2018-09-04 03:00:57: [*] Òì³£×´Ì¬ : HTTPConnectionPool(host='jxpj.fmmu.edu.cn', port=80): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<urllib3.connection.HTTPConnection object at 0x00000000108C1BE0>, 'Connection to jxpj.fmmu.edu.cn timed out. (connect timeout=5)'))
2018-09-04 03:00:57: [+] ÓÑÁ´ÅÀĞĞ : http://td-eye.fmmu.edu.cn
n
2018-09-04 03:00:57: [*] Òì³£×´Ì¬ : HTTPConnectionPool(host='jw.jiangnan.edu.cn', port=80): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<urllib3.connection.HTTPConnection object at 0x000000000C2BA3C8>, 'Connection to jw.jiangnan.edu.cn timed out. (connect timeout=5)'))
2018-09-04 03:00:57: [+] ÓÑÁ´ÅÀĞĞ : http://www.chinadesign.cn
2018-09-04 03:00:57: [+] ÓÑÁ´ÅÀĞĞ : http://www.nhfpc.gov.cn
2018-09-04 03:00:57: [+] ÓÑÁ´ÅÀĞĞ : http://xjheart.fmmu.edu.cn
2018-09-04 03:00:57: [+] ÓÑÁ´ÅÀĞĞ : http://jdxgc.jiangnan.edu.cn
